CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)
AFTPH	AFTPH	AFTPH	AFTPH	AFTPH	0.133944391	59.74941269
SLC1A4	SLC1A4	SLC1A4	SLC1A4	SLC1A4	-0.223279319	35.61833624
CEP68	CEP68	CEP68	CEP68	CEP68	0.945124685	90.09095838
ACTR2	ACTR2	ACTR2	ACTR2	ACTR2	-0.334493413	29.52231793
ETAA1	ETAA1	ETAA1	ETAA1	ETAA1	0.555379997	80.39877116
C1D	C1D	C1D	C1D	C1D	0.074133921	55.53882296
WDR92	WDR92	WDR92	WDR92	WDR92	-0.110344344	42.48539245
PNO1	PNO1	PNO1	PNO1	PNO1	0.715191155	85.36232757
CNRIP1	CNRIP1	CNRIP1	CNRIP1	CNRIP1	0.226900985	65.21293898
PLEK	PLEK	PLEK	PLEK	PLEK	0.523990008	79.29040419
APLF	APLF	APLF	APLF	APLF	0.493057489	77.88687428
PROKR1	PROKR1	PROKR1	PROKR1	PROKR1	-0.545369381	20.13131739
BMP10	BMP10	BMP10	BMP10	BMP10	0.078501303	55.7978435
GKN1	GKN1	GKN1	GKN1	GKN1	-0.067387132	45.70808987
ANTXR1	ANTXR1	ANTXR1	ANTXR1	ANTXR1	-0.087854083	44.19613276
AAK1	AAK1	AAK1	AAK1	AAK1	-0.406975252	25.82976929
ANXA4	ANXA4	ANXA4	ANXA4	ANXA4	0.174097518	62.25528583
GMCL1	GMCL1	GMCL1	GMCL1	GMCL1	-0.259360889	33.56424312
MXD1	MXD1	MXD1	MXD1	MXD1	-0.314967915	30.50418649
ASPRV1	ASPRV1	ASPRV1	ASPRV1	ASPRV1	0.201899464	64.00216854
PCBP1	PCBP1	PCBP1	PCBP1	PCBP1	-0.769526358	13.54737666
C2orf42	C2orf42	C2orf42	C2orf42	C2orf42	-0.290290786	31.690862
TIA1	TIA1	TIA1	TIA1	TIA1	-0.270606697	32.86549003
PCYOX1	PCYOX1	PCYOX1	PCYOX1	PCYOX1	0.73986149	85.87434492
SNRPG	SNRPG	SNRPG	SNRPG	SNRPG	0.054610377	54.20155412
FAM136A	FAM136A	FAM136A	FAM136A	FAM136A	0.518844731	79.07957352
TGFA	TGFA	TGFA	TGFA	TGFA	0.840949742	88.22962472
ADD2	ADD2	ADD2	ADD2	ADD2	-0.69830312	15.57135112
CLEC4F	CLEC4F	CLEC4F	CLEC4F	CLEC4F	2.211268077	98.78320583
VAX2	VAX2	VAX2	VAX2	VAX2	0.995120271	90.93428107
ATP6V1B1	ATP6V1B1	ATP6V1B1	ATP6V1B1	ATP6V1B1	-0.461178621	23.31184868
ANKRD53	ANKRD53	ANKRD53	ANKRD53	ANKRD53	0.177063349	62.43599783
TEX261	TEX261	TEX261	TEX261	TEX261	-0.071135581	45.48521173
MCEE	MCEE	MCEE	MCEE	MCEE	0.366075668	72.48358533
MPHOSPH10	MPHOSPH10	MPHOSPH10	MPHOSPH10	MPHOSPH10	1.791249427	97.5905066
ZNF638	ZNF638	ZNF638	ZNF638	ZNF638	-1.701706741	2.897415818
DYSF	DYSF	DYSF	DYSF	DYSF	0.52598926	79.3988314
CYP26B1	CYP26B1	CYP26B1	CYP26B1	CYP26B1	0.785005447	86.96464068
SPR	SPR	SPR	SPR	SPR	-0.124556572	41.61195109
SFXN5	SFXN5	SFXN5	SFXN5	SFXN5	0.552574787	80.27227275
RAB11FIP5	RAB11FIP5	RAB11FIP5	RAB11FIP5	RAB11FIP5	-0.09847893	43.47328474
PRADC1	PRADC1	PRADC1	PRADC1	PRADC1	0.291565809	68.76694175
EGR4	EGR4	EGR4	EGR4	EGR4	-0.044896789	47.11764352
NAT8	NAT8	NAT8	NAT8	NAT8	1.06432031	91.95831576
TPRKB	TPRKB	TPRKB	TPRKB	TPRKB	0.106466687	57.82181796
DUSP11	DUSP11	DUSP11	DUSP11	DUSP11	-0.477575918	22.65526173
STAMBP	STAMBP	STAMBP	STAMBP	STAMBP	0.053665262	54.08710319
ACTG2	ACTG2	ACTG2	ACTG2	ACTG2	-0.558022258	19.66748991
DGUOK	DGUOK	DGUOK	DGUOK	DGUOK	0.100371398	57.32787181
MTHFD2	MTHFD2	MTHFD2	MTHFD2	MTHFD2	-0.254830738	33.81121619
SLC4A5	SLC4A5	SLC4A5	SLC4A5	SLC4A5	-1.326960591	5.162339618
DCTN1	DCTN1	DCTN1	DCTN1	DCTN1	-1.798195087	2.535991808
WDR54	WDR54	WDR54	WDR54	WDR54	0.107085597	57.8459129
RTKN	RTKN	RTKN	RTKN	RTKN	-0.502572846	21.63122703
INO80B	INO80B	INO80B	INO80B	INO80B	-0.200628321	36.87127281
WBP1	WBP1	WBP1	WBP1	WBP1	0.347951714	71.62821517
MRPL53	MRPL53	MRPL53	MRPL53	MRPL53	0.176445146	62.40587916
CCDC142	CCDC142	CCDC142	CCDC142	CCDC142	0.519296983	79.08559725
PCGF1	PCGF1	PCGF1	PCGF1	PCGF1	0.044767018	53.53894344
TLX2	TLX2	TLX2	TLX2	TLX2	-0.004905577	50.03313053
DQX1	DQX1	DQX1	DQX1	DQX1	-0.291854927	31.62460093
HTRA2	HTRA2	HTRA2	HTRA2	HTRA2	-0.287945615	31.871574
LOXL3	LOXL3	LOXL3	LOXL3	LOXL3	-0.309977148	30.82344437
DOK1	DOK1	DOK1	DOK1	DOK1	-0.047242819	46.87067044
SEMA4F	SEMA4F	SEMA4F	SEMA4F	SEMA4F	-0.675033219	16.14962954
HK2	HK2	HK2	HK2	HK2	-0.184395387	37.79892778
TACR1	TACR1	TACR1	TACR1	TACR1	-0.433214505	24.64911752
FAM176A	EVA1A	EVA1A	EVA1A	EVA1A	0.444333775	75.99542196
MRPL19	MRPL19	MRPL19	MRPL19	MRPL19	-0.018496723	49.02716704
GCFC2	GCFC2	GCFC2	GCFC2	GCFC2	2.247368129	98.85549063
REG3G	REG3G	REG3G	REG3G	REG3G	0.847659289	88.39828926
REG1B	REG1B	REG1B	REG1B	REG1B	0.406686869	74.41118005
REG1A	REG1A	REG1A	REG1A	REG1A	-0.310437986	30.79934944
REG3A	REG3A	REG3A	REG3A	REG3A	0.225335233	65.07439311
LRRTM1	LRRTM1	LRRTM1	LRRTM1	LRRTM1	-0.512253979	21.19751822
SUCLG1	SUCLG1	SUCLG1	SUCLG1	SUCLG1	0.174097518	62.25528583
TMSB10	TMSB10	TMSB10	TMSB10	TMSB10	0.087725799	56.52069152
TCF7L1	TCF7L1	TCF7L1	TCF7L1	TCF7L1	-0.105193419	42.88295886
RETSAT	RETSAT	RETSAT	RETSAT	RETSAT	1.244746112	94.16300223
ELMOD3	ELMOD3	ELMOD3	ELMOD3	ELMOD3	0.424643567	75.17017047
CAPG	CAPG	CAPG	CAPG	CAPG	0.181593858	62.73116077
SH2D6	SH2D6	SH2D6	SH2D6	SH2D6	0.861255705	88.57900126
MAT2A	MAT2A	MAT2A	MAT2A	MAT2A	-0.479763169	22.54683453
GGCX	GGCX	GGCX	GGCX	GGCX	-1.502045858	3.921450515
VAMP8	VAMP8	VAMP8	VAMP8	VAMP8	0.226900985	65.21293898
VAMP5	VAMP5	VAMP5	VAMP5	VAMP5	-0.041769009	47.29233179
RNF181	RNF181	RNF181	RNF181	RNF181	0.407470276	74.45936992
SFTPB	SFTPB	SFTPB	SFTPB	SFTPB	1.167424356	93.24739474
GNLY	GNLY	GNLY	GNLY	GNLY	1.169779256	93.30160834
ATOH8	ATOH8	ATOH8	ATOH8	ATOH8	-0.151737795	39.82290223
ST3GAL5	ST3GAL5	ST3GAL5	ST3GAL5	ST3GAL5	0.054447414	54.17745919
MRPL35	MRPL35	MRPL35	MRPL35	MRPL35	0.266729301	67.30919824
REEP1	REEP1	REEP1	REEP1	REEP1	0.168166345	61.82157701
KDM3A	KDM3A	KDM3A	KDM3A	KDM3A	-1.686788907	2.945605686
RMND5A	RMND5A	RMND5A	RMND5A	RMND5A	-0.314186872	30.58249503
CD8A	CD8A	CD8A	CD8A	CD8A	-0.211874143	36.24480453
CD8B	CD8B	CD8B	CD8B	CD8B	0.445117455	76.04963556
KRCC1	KRCC1	KRCC1	KRCC1	KRCC1	0.23736205	65.78519366
FABP1	FABP1	FABP1	FABP1	FABP1	-0.103468847	43.0696946
THNSL2	THNSL2	THNSL2	THNSL2	THNSL2	0.995735219	90.9403048
C2orf51	TEX37	TEX37	TEX37	TEX37	0.694885237	84.77200169
RPIA	RPIA	RPIA	RPIA	RPIA	-0.005687623	49.9367508
TEKT4	TEKT4	TEKT4	TEKT4	TEKT4	1.842344699	97.7892898
MAL	MAL	MAL	MAL	MAL	0.019930709	51.68363352
MRPS5	MRPS5	MRPS5	MRPS5	MRPS5	0.295931261	68.94765376
ZNF514	ZNF514	ZNF514	ZNF514	ZNF514	-0.358705617	28.2934763
PROM2	PROM2	PROM2	PROM2	PROM2	0.433384749	75.52557075
KCNIP3	KCNIP3	KCNIP3	KCNIP3	KCNIP3	0.170349367	61.98421782
FAHD2A	FAHD2A	FAHD2A	FAHD2A	FAHD2A	0.554924641	80.39274742
STARD7	STARD7	STARD7	STARD7	STARD7	-0.167513484	38.81693874
TMEM127	TMEM127	TMEM127	TMEM127	TMEM127	0.056011806	54.27986266
CIAO1	CIAO1	CIAO1	CIAO1	CIAO1	0.302026892	69.35726763
SNRNP200	SNRNP200	SNRNP200	SNRNP200	SNRNP200	-3.669676915	0.403590145
NCAPH	NCAPH	NCAPH	NCAPH	NCAPH	-0.251243577	34.0461418
LMAN2L	LMAN2L	LMAN2L	LMAN2L	LMAN2L	-1.088668299	7.830853563
CNNM4	CNNM4	CNNM4	CNNM4	CNNM4	-1.66155747	3.066080357
CNNM3	CNNM3	CNNM3	CNNM3	CNNM3	-0.175171075	38.33504006
ANKRD23	ANKRD23	ANKRD23	ANKRD23	ANKRD23	-0.200628321	36.87127281
ANKRD39	ANKRD39	ANKRD39	ANKRD39	ANKRD39	0.226118052	65.14065418
SEMA4C	SEMA4C	SEMA4C	SEMA4C	SEMA4C	-0.059432026	46.14782242
FAHD2B	FAHD2B	FAHD2B	FAHD2B	FAHD2B	0.238144858	65.85145473
COX5B	COX5B	COX5B	COX5B	COX5B	0.309689981	69.73676285
ACTR1B	ACTR1B	ACTR1B	ACTR1B	ACTR1B	-0.631125632	17.34835251
CNGA3	CNGA3	CNGA3	CNGA3	CNGA3	0.669723506	83.99494006
UNC50	UNC50	UNC50	UNC50	UNC50	-0.211874143	36.24480453
MGAT4A	MGAT4A	MGAT4A	MGAT4A	MGAT4A	-0.004285444	50.0632492
TSGA10	TSGA10	TSGA10	TSGA10	TSGA10	0.669098867	83.9828926
C2orf15	C2orf15	C2orf15	C2orf15	C2orf15	0.251737619	66.55623155
LIPT1	LIPT1	LIPT1	LIPT1	LIPT1	-0.188601075	37.53990723
MITD1	MITD1	MITD1	MITD1	MITD1	-0.178759189	38.11216192
MRPL30	MRPL30	MRPL30	MRPL30	MRPL30	0.15613946	61.2071562
LYG2	LYG2	LYG2	LYG2	LYG2	0.117711202	58.64104572
LYG1	LYG1	LYG1	LYG1	LYG1	0.353265707	71.85109331
TXNDC9	TXNDC9	TXNDC9	TXNDC9	TXNDC9	-0.050047772	46.72610084
REV1	REV1	REV1	REV1	REV1	-0.698477559	15.55327992
LONRF2	LONRF2	LONRF2	LONRF2	LONRF2	-0.430247594	24.78766339
CHST10	CHST10	CHST10	CHST10	CHST10	0.392310983	73.73049816
NPAS2	NPAS2	NPAS2	NPAS2	NPAS2	-0.026317245	48.43081742
RPL31	RPL31	RPL31	RPL31	RPL31	-0.115496185	42.1902295
C2orf29	C2orf29	CNOT11	CNOT11	CNOT11	0.24485813	66.22492621
RNF149	RNF149	RNF149	RNF149	RNF149	0.280938652	68.14047347
IL1R2	IL1R2	IL1R2	IL1R2	IL1R2	0.134887699	59.80362629
IL1R1	IL1R1	IL1R1	IL1R1	IL1R1	-0.603321593	18.29407867
IL1RL2	IL1RL2	IL1RL2	IL1RL2	IL1RL2	0.511799686	78.82055298
IL1RL1	IL1RL1	IL1RL1	IL1RL1	IL1RL1	1.468305559	96.09059695
IL18R1	IL18R1	IL18R1	IL18R1	IL18R1	-0.595042684	18.58924161
IL18RAP	IL18RAP	IL18RAP	IL18RAP	IL18RAP	-0.031467562	48.06336968
SLC9A2	SLC9A2	SLC9A2	SLC9A2	SLC9A2	-1.480952564	4.035901452
MFSD9	MFSD9	MFSD9	MFSD9	MFSD9	1.183819328	93.50641528
TMEM182	TMEM182	TMEM182	TMEM182	TMEM182	0.104901915	57.70134329
MRPS9	MRPS9	MRPS9	MRPS9	MRPS9	0.102555163	57.47846515
GPR45	GPR45	GPR45	GPR45	GPR45	-0.74625035	14.20998735
TGFBRAP1	TGFBRAP1	TGFBRAP1	TGFBRAP1	TGFBRAP1	-1.520964472	3.813023312
C2orf49	C2orf49	C2orf49	C2orf49	C2orf49	0.335924935	71.04993675
FHL2	FHL2	FHL2	FHL2	FHL2	-0.22546446	35.49183784
C2orf40	C2orf40	C2orf40	C2orf40	C2orf40	0.819858654	87.76579724
ST6GAL2	ST6GAL2	ST6GAL2	ST6GAL2	ST6GAL2	0.373405982	72.784772
SLC5A7	SLC5A7	SLC5A7	SLC5A7	SLC5A7	-0.190164573	37.46762243
SULT1C2	SULT1C2	SULT1C2	SULT1C2	SULT1C2	0.458541789	76.56165291
SULT1C4	SULT1C4	SULT1C4	SULT1C4	SULT1C4	0.570699077	81.00716824
RANBP2	RANBP2	RANBP2	RANBP2	RANBP2	-1.01294675	8.806698392
CCDC138	CCDC138	CCDC138	CCDC138	CCDC138	-0.374642404	27.52846214
EDAR	EDAR	EDAR	EDAR	EDAR	-0.150335061	39.9072345
NPHP1	NPHP1	NPHP1	NPHP1	NPHP1	-0.169238809	38.6663454
BCL2L11	BCL2L11	BCL2L11	BCL2L11	BCL2L11	-0.302940355	31.11258358
ANAPC1	ANAPC1	ANAPC1	ANAPC1	ANAPC1	0.481030375	77.44714174
MERTK	MERTK	MERTK	MERTK	MERTK	0.006635652	50.81621589
FBLN7	FBLN7	FBLN7	FBLN7	FBLN7	0.196586729	63.66483947
TTL	TTL	TTL	TTL	TTL	-0.497101541	21.90831878
POLR1B	POLR1B	POLR1B	POLR1B	POLR1B	-0.915918752	10.3909403
CHCHD5	CHCHD5	CHCHD5	CHCHD5	CHCHD5	0.33296011	70.87524848
SLC20A1	SLC20A1	SLC20A1	SLC20A1	SLC20A1	-0.929954699	10.1379435
CKAP2L	CKAP2L	CKAP2L	CKAP2L	CKAP2L	0.951994125	90.21745678
IL1A	IL1A	IL1A	IL1A	IL1A	0.950759838	90.19938558
IL1B	IL1B	IL1B	IL1B	IL1B	-0.356361783	28.37178483
IL37	IL37	IL37	IL37	IL37	0.570699077	81.00716824
IL36G	IL36G	IL36G	IL36G	IL36G	0.299844657	69.2608879
IL36B	IL36B	IL36B	IL36B	IL36B	0.530087623	79.51930607
IL36RN	IL36RN	IL36RN	IL36RN	IL36RN	0.695669406	84.79609662
IL1F10	IL1F10	IL1F10	IL1F10	IL1F10	0.745344777	85.95265345
IL1RN	IL1RN	IL1RN	IL1RN	IL1RN	-0.377449257	27.3597976
CBWD2	CBWD2	CBWD2	CBWD2	CBWD2	0.409037696	74.51358352
FOXD4L1	FOXD4L1	FOXD4L1	FOXD4L1	FOXD4L1	1.309753904	94.82561291
RABL2A	RABL2A	RABL2A	RABL2A	RABL2A	0.673186009	84.10336727
SLC35F5	SLC35F5	SLC35F5	SLC35F5	SLC35F5	0.064910081	54.84609361
DDX18	DDX18	DDX18	DDX18	DDX18	0.631452712	82.93476297
CCDC93	CCDC93	CCDC93	CCDC93	CCDC93	-0.031467562	48.06336968
INSIG2	INSIG2	INSIG2	INSIG2	INSIG2	0.011651944	51.1776399
EN1	EN1	EN1	EN1	EN1	-0.15470459	39.60002409
MARCO	MARCO	MARCO	MARCO	MARCO	1.246307924	94.18709716
STEAP3	STEAP3	STEAP3	STEAP3	STEAP3	1.116801793	92.62695018
DBI	DBI	DBI	DBI	DBI	0.193002761	63.42991386
SCTR	SCTR	SCTR	SCTR	SCTR	0.748922823	86.04903319
TMEM177	TMEM177	TMEM177	TMEM177	TMEM177	0.520242042	79.13378712
PTPN4	PTPN4	PTPN4	PTPN4	PTPN4	-0.514599937	21.09511475
EPB41L5	EPB41L5	EPB41L5	EPB41L5	EPB41L5	-0.046622904	46.91886031
RALB	RALB	RALB	RALB	RALB	-0.194535243	37.26883923
INHBB	INHBB	INHBB	INHBB	INHBB	-0.411345518	25.60086742
TFCP2L1	TFCP2L1	TFCP2L1	TFCP2L1	TFCP2L1	-0.768119824	13.607614
MKI67IP	MKI67IP	MKI67IP	NIFK	NIFK	0.054447414	54.17745919
GYPC	GYPC	GYPC	GYPC	GYPC	0.707696052	85.1695681
BIN1	BIN1	BIN1	BIN1	BIN1	-0.10362944	43.03957593
ERCC3	ERCC3	ERCC3	ERCC3	ERCC3	-1.894213843	2.246852599
PROC	PROC	PROC	PROC	PROC	-0.813264159	12.5474369
IWS1	IWS1	IWS1	IWS1	IWS1	-0.939016208	9.933136558
LIMS2	LIMS2	LIMS2	LIMS2	LIMS2	-0.099099141	43.40702367
GPR17	GPR17	GPR17	GPR17	GPR17	0.99651767	90.95235227
WDR33	WDR33	WDR33	WDR33	WDR33	-2.022384865	1.903499789
POLR2D	POLR2D	POLR2D	POLR2D	POLR2D	0.095222166	57.02066141
AMMECR1L	AMMECR1L	AMMECR1L	AMMECR1L	AMMECR1L	0.200498853	63.91783627
SAP130	SAP130	SAP130	SAP130	SAP130	-1.862660991	2.343232335
UGGT1	UGGT1	UGGT1	UGGT1	UGGT1	-2.080591711	1.740858984
CCDC74B	CCDC74B	CCDC74B	CCDC74B	CCDC74B	1.231486033	94.05457503
SMPD4	SMPD4	SMPD4	SMPD4	SMPD4	-0.145184995	40.26865851
TUBA3E	TUBA3E	TUBA3E	TUBA3E	TUBA3E	0.660985009	83.70580086
CCDC115	CCDC115	CCDC115	CCDC115	CCDC115	0.002591109	50.55117162
IMP4	IMP4	IMP4	IMP4	IMP4	-0.093786964	43.82868502
PTPN18	PTPN18	PTPN18	PTPN18	PTPN18	0.382467033	73.21245708
GPR148	GPR148	GPR148	GPR148	GPR148	0.940127997	89.98253117
FAM123C	AMER3	AMER3	AMER3	AMER3	0.538669886	79.80844527
ARHGEF4	ARHGEF4	ARHGEF4	ARHGEF4	ARHGEF4	-0.252808394	33.9377146
PLEKHB2	PLEKHB2	PLEKHB2	PLEKHB2	PLEKHB2	0.063508308	54.79790374
CCDC74A	CCDC74A	CCDC74A	CCDC74A	CCDC74A	1.965334769	98.18685621
GPR39	GPR39	GPR39	GPR39	GPR39	-0.027719267	48.32841395
MGAT5	MGAT5	MGAT5	MGAT5	MGAT5	-0.847944353	11.80049395
TMEM163	TMEM163	TMEM163	TMEM163	TMEM163	-0.133616959	41.01560147
ACMSD	ACMSD	ACMSD	ACMSD	ACMSD	0.499153299	78.18806096
CCNT2	CCNT2	CCNT2	CCNT2	CCNT2	-0.773432037	13.45099693
YSK4	MAP3K19	MAP3K19	MAP3K19	MAP3K19	1.196348507	93.71724595
R3HDM1	R3HDM1	R3HDM1	R3HDM1	R3HDM1	-0.708934202	15.21595085
LCT	LCT	LCT	LCT	LCT	-1.078174655	7.969399434
MCM6	MCM6	MCM6	MCM6	MCM6	0.196425498	63.65881573
DARS	DARS	DARS	DARS	DARS	-0.35199028	28.59466297
HNMT	HNMT	HNMT	HNMT	HNMT	0.124425233	59.1048732
LRP1B	LRP1B	LRP1B	LRP1B	LRP1B	-3.574909291	0.44575628
KYNU	KYNU	KYNU	KYNU	KYNU	-0.364799355	27.96819469
ARHGAP15	ARHGAP15	ARHGAP15	ARHGAP15	ARHGAP15	-0.966820681	9.517498946
GTDC1	GTDC1	GTDC1	GTDC1	GTDC1	1.124458902	92.74742485
ZEB2	ZEB2	ZEB2	ZEB2	ZEB2	-0.966203847	9.529546413
ORC4	ORC4	ORC4	ORC4	ORC4	-0.01631243	49.17173664
LYPD6	LYPD6	LYPD6	LYPD6	LYPD6	0.31640237	70.03192579
MMADHC	MMADHC	MMADHC	MMADHC	MMADHC	0.281721284	68.18866333
RND3	RND3	RND3	RND3	RND3	-0.286382847	31.95590627
RBM43	RBM43	RBM43	RBM43	RBM43	0.752055513	86.13938919
NMI	NMI	NMI	NMI	NMI	0.302026892	69.35726763
TNFAIP6	TNFAIP6	TNFAIP6	TNFAIP6	TNFAIP6	0.426992485	75.23040781
RIF1	RIF1	RIF1	RIF1	RIF1	-0.552586527	19.88434432
ARL5A	ARL5A	ARL5A	ARL5A	ARL5A	-0.099720315	43.36485754
STAM2	STAM2	STAM2	STAM2	STAM2	-0.500226565	21.78182037
ARL6IP6	ARL6IP6	ARL6IP6	ARL6IP6	ARL6IP6	0.120677031	58.82778146
RPRM	RPRM	RPRM	RPRM	RPRM	-0.107217405	42.75043672
GALNT13	GALNT13	GALNT13	GALNT13	GALNT13	-0.594261163	18.64947895
KCNJ3	KCNJ3	KCNJ3	KCNJ3	KCNJ3	-0.558802699	19.65544244
NR4A2	NR4A2	NR4A2	NR4A2	NR4A2	-0.372296227	27.68507921
GPD2	GPD2	GPD2	GPD2	GPD2	-0.197823117	37.04596109
GALNT5	GALNT5	GALNT5	GALNT5	GALNT5	-0.201735645	36.80501175
CYTIP	CYTIP	CYTIP	CYTIP	CYTIP	0.025080949	52.11734233
ACVR1C	ACVR1C	ACVR1C	ACVR1C	ACVR1C	-0.585982266	18.89645202
ACVR1	ACVR1	ACVR1	ACVR1	ACVR1	-0.841069523	11.92096862
UPP2	UPP2	UPP2	UPP2	UPP2	0.268911801	67.46581531
WDSUB1	WDSUB1	WDSUB1	WDSUB1	WDSUB1	0.052883139	54.02686585
BAZ2B	BAZ2B	BAZ2B	BAZ2B	BAZ2B	-1.325256526	5.180410819
MARCH7	MARCH7	MARCH7	MARCH7	MARCH7	-0.103791529	43.02150473
LY75	LY75	LY75	LY75	LY75	-0.234580912	34.97379676
ITGB6	ITGB6	ITGB6	ITGB6	ITGB6	0.099266045	57.27365821
RBMS1	RBMS1	RBMS1	RBMS1	RBMS1	-0.675488356	16.13758207
TANK	TANK	TANK	TANK	TANK	0.887487618	89.04885248
DPP4	DPP4	DPP4	DPP4	DPP4	-0.718609196	14.95693031
IFIH1	IFIH1	IFIH1	IFIH1	IFIH1	1.139942244	92.98235046
GCA	GCA	GCA	GCA	GCA	0.299061683	69.21269803
KCNH7	KCNH7	KCNH7	KCNH7	KCNH7	-1.542847722	3.698572375
FIGN	FIGN	FIGN	FIGN	FIGN	-1.37487792	4.752725739
GRB14	GRB14	GRB14	GRB14	GRB14	0.09724263	57.13511234
COBLL1	COBLL1	COBLL1	COBLL1	COBLL1	-0.295152963	31.43786519
SLC38A11	SLC38A11	SLC38A11	SLC38A11	SLC38A11	-0.288727202	31.84747907
CSRNP3	CSRNP3	CSRNP3	CSRNP3	CSRNP3	-0.496478046	21.92638998
GALNT3	GALNT3	GALNT3	GALNT3	GALNT3	-0.638001316	17.1314981
B3GALT1	B3GALT1	B3GALT1	B3GALT1	B3GALT1	-0.307470354	30.95596651
CERS6	CERS6	CERS6	CERS6	CERS6	-0.189382779	37.52183603
SPC25	SPC25	SPC25	SPC25	SPC25	-0.141114072	40.58791639
G6PC2	G6PC2	G6PC2	G6PC2	G6PC2	0.824217878	87.86820071
DHRS9	DHRS9	DHRS9	DHRS9	DHRS9	0.573663647	81.09150051
LRP2	LRP2	LRP2	LRP2	LRP2	0.29262087	68.80910789
BBS5	BBS5	BBS5	BBS5	BBS5	-0.08925669	44.10577676
KBTBD10	KBTBD10	KLHL41	KLHL41	KLHL41	0.09349435	56.83392567
PPIG	PPIG	PPIG	PPIG	PPIG	-0.893088995	10.90295765
KLHL23	KLHL23	KLHL23	KLHL23	KLHL23	-0.975100028	9.354858141
SSB	SSB	SSB	SSB	SSB	-0.24577051	34.35335221
GAD1	GAD1	GAD1	GAD1	GAD1	-0.70266912	15.42075779
TLK1	TLK1	TLK1	TLK1	TLK1	-0.808733968	12.68598277
DCAF17	DCAF17	DCAF17	DCAF17	DCAF17	-0.486636	22.28179025
CYBRD1	CYBRD1	CYBRD1	CYBRD1	CYBRD1	0.661768703	83.73591952
HAT1	HAT1	HAT1	HAT1	HAT1	-0.163764972	39.00367448
METAP1D	METAP1D	METAP1D	METAP1D	METAP1D	0.318584468	70.19456659
DLX1	DLX1	DLX1	DLX1	DLX1	-0.129086764	41.27462201
DLX2	DLX2	DLX2	DLX2	DLX2	0.196750802	63.70098187
ITGA6	ITGA6	ITGA6	ITGA6	ITGA6	-1.587210455	3.445575568
PDK1	PDK1	PDK1	PDK1	PDK1	0.33810746	71.14029275
ZAK	ZAK	ZAK	ZAK	ZAK	-0.641133037	17.03511837
CDCA7	CDCA7	CDCA7	CDCA7	CDCA7	-0.634874516	17.23992531
SP3	SP3	SP3	SP3	SP3	-0.81561	12.49924703
OLA1	OLA1	OLA1	OLA1	OLA1	-0.12237148	41.75652069
CIR1	CIR1	CIR1	CIR1	CIR1	-0.160016487	39.27474249
SCRN3	SCRN3	SCRN3	SCRN3	SCRN3	0.581159652	81.33847359
GPR155	GPR155	GPR155	GPR155	GPR155	-1.126479595	7.312812481
WIPF1	WIPF1	WIPF1	WIPF1	WIPF1	-0.36854777	27.82964882
CHRNA1	CHRNA1	CHRNA1	CHRNA1	CHRNA1	-0.451335508	23.76965243
ATF2	ATF2	ATF2	ATF2	ATF2	-0.518970077	20.95656888
ATP5G3	ATP5G3	ATP5G3	ATP5G3	ATP5G3	0.107249158	57.87603156
HOXD13	HOXD13	HOXD13	HOXD13	HOXD13	0.080065743	55.96048431
HOXD10	HOXD10	HOXD10	HOXD10	HOXD10	-0.114874607	42.22034817
HOXD9	HOXD9	HOXD9	HOXD9	HOXD9	0.122241789	58.90608999
HOXD8	HOXD8	HOXD8	HOXD8	HOXD8	0.373571307	72.81489067
HOXD4	HOXD4	HOXD4	HOXD4	HOXD4	-0.175792192	38.31094512
HOXD3	HOXD3	HOXD3	HOXD3	HOXD3	-0.251863863	34.02204686
HOXD1	HOXD1	HOXD1	HOXD1	HOXD1	-0.026775439	48.42479369
MTX2	MTX2	MTX2	MTX2	MTX2	-0.051611578	46.64176857
HNRNPA3	HNRNPA3	HNRNPA3	HNRNPA3	HNRNPA3	-0.330744453	29.70302994
AGPS	AGPS	AGPS	AGPS	AGPS	-0.819200948	12.42696223
TTC30A	TTC30A	TTC30A	TTC30A	TTC30A	0.471969323	77.07367026
OSBPL6	OSBPL6	OSBPL6	OSBPL6	OSBPL6	-1.647350124	3.150412626
PRKRA	PRKRA	PRKRA	PRKRA	PRKRA	0.33296011	70.87524848
FKBP7	FKBP7	FKBP7	FKBP7	FKBP7	-0.406034518	25.93819649
UBE2E3	UBE2E3	UBE2E3	UBE2E3	UBE2E3	0.091473986	56.75561713
NEUROD1	NEUROD1	NEUROD1	NEUROD1	NEUROD1	0.48712641	77.69411481
SSFA2	SSFA2	SSFA2	SSFA2	SSFA2	-0.070221377	45.58159147
PDE1A	PDE1A	PDE1A	PDE1A	PDE1A	-0.719227161	14.95090657
FRZB	FRZB	FRZB	FRZB	FRZB	0.01383606	51.34028071
NCKAP1	NCKAP1	NCKAP1	NCKAP1	NCKAP1	-1.880614062	2.282995
DUSP19	DUSP19	DUSP19	DUSP19	DUSP19	0.74909215	86.05505692
NUP35	NUP35	NUP35	NUP35	NUP35	-0.316530441	30.38371182
ZNF804A	ZNF804A	ZNF804A	ZNF804A	ZNF804A	0.310609608	69.76688151
ITGAV	ITGAV	ITGAV	ITGAV	ITGAV	-0.809071009	12.66188784
